680WKAZ,2017-09-07 6:11,0,0,Terror Fight,"(['Charleston', ' WV'], Location((32.7876012, -79.9402728, 0.0)))",,,,
leoflrz,2017-09-07 6:09,0,0,Philippine army and armed groups join forces in Marawi https://www,,,,,
mainthotgrande,2017-09-07 6:07,0,1,bitch just go to marawi,,,,,
ricardojr49,2017-09-07 6:06,0,0,Nakkalungkot sa pinas,"(['philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
Stormtroepen,2017-09-07 6:01,1,1,When #Buddhists are being slaughtered in the name of #Allah yet the world is silent #Marawi More https://twitter,,,,,
MyAlliesNews,2017-09-07 6:01,0,0,Terror Fight,,,,,
0hideaway,2017-09-07 6:01,0,1,Happy birthday twinkle @Marawi _01,,@Marawi,,905551447818952704,https://twitter
The_AFVNet,2017-09-07 6:00,0,1,#Philippines forces report taking fire from women and children in bloody final stages of seige,,,,,
worldonalert,2017-09-07 5:57,96,35,#Philippines : Heavy airstrikes on #Marawi earlier today,"(['Germany'], Location((51.0834196, 10.4234469, 0.0)))",,,,
spinsterAtashi,2017-09-07 5:57,33,1,#PushAwardsMayWards Si Buang Suna ay pagod kakagawa ng Cube na robot sa loob ng marawi,"(['All Blue'], Location((33.3319468, -86.7204435, 0.0)))",,,,
eurasiamap,2017-09-07 5:55,0,0,Video of today's airstrikes on IS-held Marawi part,,,,,
nubla_elizabeth,2017-09-07 5:53,0,0,So ano masasabi mo sa marawi ? 100 + na namatay na sundalo at maraming nadisplace na mamamayan,,,,,
MasonPeterJ,2017-09-07 5:53,0,0,RT #UNOCHA : RT UNCERF: #Philippines : Norhainie & her mother,,,,,
spinsterAtashi,2017-09-07 5:52,38,0,#PushAwardsMayWards Si Suna ay pagod kakagawa ng Puzzled na robot sa loob ng marawi,"(['All Blue'], Location((33.3319468, -86.7204435, 0.0)))",,,,
avatarjoshua,2017-09-07 5:46,0,0,Philippines: Duterte Allows Bombing of Mosques for Final Battle Against Islamic State in Marawi http:// fb,"(['Eugene', ' OR'], Location((44.0505054, -123.0950506, 0.0)))",,,,
RichTVXDubai,2017-09-07 5:41,0,0,AJEnglish: Philippine army and armed groups join forces against ISIL-linked group in Marawi … pic,"(['Dubai', ' United Arab Emirates'], Location((2.9470179, 30.961206, 0.0)))",,,,
jheffdeleon,2017-09-07 5:38,0,0,I added a video to a @YouTube playlist http:// youtu,,,,,
1abuazzam,2017-09-07 5:36,0,0,Whatever the answer is one thing for sure,"(['Gitnang Silangan'], Location((15.3112013, 120.9511019, 0.0)))",,,,
trbrtc,2017-09-07 5:34,30,21,Two airstrikes on IS-held areas of Marawi City in the #Philippines,,,,,
PropOrNotApp,2017-09-07 5:32,0,0,Philippine Army: ISIS Is Getting Weaker In Marawi City https://www,,,,,
fiestasaquiapo,2017-09-07 5:31,0,0,Marawi a truly Filipino city - Manila Bulletin http:// bit,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
AnatolianTime,2017-09-07 5:27,0,0,Marawi 'de (Filipinler) Filipinler Silahlı Kuvvetleri ile IŞİD/ISIS militanları arasında çatışmalar 106 gününe geldi,,,,,
southfronteng,2017-09-07 5:26,14,17,Philippine Army: ISIS Is Getting Weaker In Marawi City http:// dlvr,,,,,
nerowattz,2017-09-07 5:24,0,0,Who is winning the war in Marawi ? http:// inq,"(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,,
chris19thws,2017-09-07 5:15,0,0,DBM: Pondo para sa rehabilitasyon sa Marawi,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
LouisRielFrance,2017-09-07 5:04,0,1,D'autre part,"(['Francophonie'], Location((-18.94055645, 47.5262924083, 0.0)))",,,,
dzIQ990,2017-09-07 5:02,0,0,12 public schools sa Marawi,"(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,,
SaladinAlDronni,2017-09-07 5:01,35,21,Video of today's airstrikes on IS-held Marawi part,"(['Legnica', ' Wroc\xc5\x82aw Polska'], Location((51.2082088, 16.1602275, 0.0)))",,,,
EdshelDee,2017-09-07 4:59,0,0,Philippine Army: ISIS Is Getting Weaker In Marawi City http:// dlvr,"(['Online', ' Worldwide'], Location((40.3633637, 49.8201728, 0.0)))",,,,
jovelyn_n,2017-09-07 4:55,0,0,Maute group,,,,,
DZMMTeleFeed,2017-09-07 4:50,0,0,AFP: Puwersa ng Maute sa Marawi,,,,,
RenanteUy2,2017-09-07 4:49,0,0,Your support provides assistance to families who fled ongoing clashes in Marawi http:// fb,"(['Passi City', ' Iloilo', 'Philippines'], Location((11.1163002, 122.6460472, 0.0)))",,,,
Marawi_01,2017-09-07 4:48,0,0,Thanks beautiful!,,,,905533227502317568,https://twitter
spinsterAtashi,2017-09-07 4:37,35,0,#PushAwardsMayWards Si Sunako Nakahara ay pagod kakagawa ng Talking na robot sa loob ng marawi,"(['All Blue'], Location((33.3319468, -86.7204435, 0.0)))",,,,
oscarmijallo,2017-09-07 4:35,11,6,El ejército filipino no puede con #ISIS en Marawi,"(['Jerusalen'], Location((2.8996558, -76.4633825191, 0.0)))",,,,
LNANewsAgency,2017-09-07 4:30,0,0,#Philippines must learn from the battle for #Marawi and address the issue of terror and radicalisation pic,"(['Lebanon'], Location((40.3429683, -76.4233816, 0.0)))",,,,
inquirerdotnet,2017-09-07 4:28,1,3,12 public schools in Marawi City resume classes | @FMangosingINQ http:// ebx,"(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,,
juztpost,2017-09-07 4:27,0,0,#juztpost 27 Unidentified Bodies Located in the Marawi City’s Battle Zone Were Buried in a Public Cemetery!,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
bdsaguing,2017-09-07 4:26,0,0,Philippine army and armed groups join forces in Marawi @AJENews http:// aje,"(['Rome', ' Italy'], Location((34.257038, -85.1646726, 0.0)))",,,,
Marawi_01,2017-09-07 4:26,0,0,Thank youu,,,,905527611631300611,https://twitter
AmnaM__,2017-09-07 4:25,0,1,@Marawi _01 happy birthday gorgeous !,,@Marawi,,905527344550612996,https://twitter
Sorgitzak,2017-09-07 4:23,0,0,Philippine army and armed groups join forces against ISIL-linked group in Marawi http:// aje,"(['Brasil'], Location((-10.3333333, -53.2, 0.0)))",,,,
bdnews24,2017-09-07 4:22,0,0,AJEnglish: Philippine army and armed groups join forces against ISIL-linked group in Marawi … https:// twitter,"(['South Quay', ' London'], Location((51.5000102, -0.0161934, 0.0)))",,,,
patrol_ph,2017-09-07 4:22,0,0,Maute group,,,,,
dzrhnews,2017-09-07 4:21,0,1,GOOD NEWS: China,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,
UsmanAnwar78,2017-09-07 4:18,0,0,Philippine army and armed groups join forces against ISIL-linked group in Marawi http:// aje,,,,,
phaxyn,2017-09-07 4:17,0,0,AJEnglish: Philippine army and armed groups join forces against ISIL-linked group in Marawi … pic,"(['Maldives', "" Male' City""], Location((25.2258151, 55.1830144241, 0.0)))",,,,
Mr_AlVil,2017-09-07 4:17,0,0,Philippine army and armed groups join forces against ISIL-linked group in Marawi http:// aje,"(['Everywhere'], Location((41.7776533, -72.6740756, 0.0)))",,,,
notiven,2017-09-07 4:16,0,0,RT: @ajenglish :Philippine army and armed groups join forces against ISIL-linked group in Marawi http:// aje,"(['venezuela'], Location((8.0018709, -66.1109318, 0.0)))",,,,
AJEnglish,2017-09-07 4:15,36,34,Philippine army and armed groups join forces against ISIL-linked group in Marawi http:// aje,"(['Doha', ' Qatar'], Location((25.3014957, 51.4996673988, 0.0)))",,,,
InqNational,2017-09-07 4:11,0,0,ICYMI: 27 unidentified bodies from Marawi battle zone buried http:// ebx,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,
Dr_R_D,2017-09-07 4:06,0,0,Philippines: Army,,,,,
XHespanol,2017-09-07 4:06,12,7,#China dona cerca de 100,"(['\xe5\x8c\x97\xe4\xba\xac', ' \xe4\xb8\xad\xe5\x8d\x8e\xe4\xba\xba\xe6\xb0\x91\xe5\x85\xb1\xe5\x92\x8c\xe5\x9b\xbd'], Location((39.9059631, 116.391248, 0.0)))",,,,
chris19thws,2017-09-07 3:46,0,0,Pwersa ng Maute sa Marawi City,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
Marawi_01,2017-09-07 3:44,1,6,Sketching things out of nowhere is what i really enjoy nowadays! pic,,,,,
dzrhnews,2017-09-07 3:37,0,0,ICYMI: 12 public schools sa Marawi City,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,
The_AFVNet,2017-09-07 3:30,0,0,#Philippines forces work in concert with MILF fighters against ISIL linked Maute Islamist extremists,,,,,
dzrhnews,2017-09-07 3:26,0,1,ICYMI: Amerika,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,
juergen_p,2017-09-07 3:25,0,0,#Philippine #army and armed groups join forces in #Marawi http://www,"(['Saxonia'], Location((51.38512735, 14.114642046, 0.0)))",,,,
louie_mar,2017-09-07 3:17,0,3,Gnon ba? Cge nga papuntahin mo sa marawi yan ewan ko lang! Haha,,,,905510284978245633,https://twitter
fiestasaquiapo,2017-09-07 3:06,0,0,Marawi a truly Filipino city - Manila Bulletin http:// bit,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
OcaBacs,2017-09-07 3:04,0,3,DND seeks more funds 2 replenish military supplies used in Marawi If only D30 didn't have that anti-US sentiments http:// newsinfo,"(['Paranaque City'], Location((49.2086619, -2.0238323, 0.0)))",,,,
bdsaguing,2017-09-07 2:55,0,0,@inquirerdotnet DND seeks more funds to replenish military supplies used in Marawi —Budget chief http:// newsinfo,"(['Rome', ' Italy'], Location((34.257038, -85.1646726, 0.0)))",,,,
iamSSestin,2017-09-07 2:49,0,0,Deport him to City of Marawi,,,,,
openn_eu,2017-09-07 2:40,0,0,#news #world WATCH | No talks: Military rules out negotiation with Maute to free Marawi … https:// goo,"(['europe'], Location((51.0, 10.0, 0.0)))",,,,
History_Stone,2017-09-07 2:33,0,0,Philippines: Duterte Allows Bombing of Mosques for Final Battle Against Islamic State in Marawi - Geller Report https:// pamelageller,,,,,
ucanews,2017-09-07 2:30,0,1,Months after #Marawi,"(['Asia'], Location((56.0000002, 103.9999998, 0.0)))",,,,
spinsterAtashi,2017-09-07 2:27,46,1,#PushAwardsMayWards Si Buang Suna ay pagod kakagawa ng Sweet na robot sa loob ng marawi,"(['All Blue'], Location((33.3319468, -86.7204435, 0.0)))",,,,
inquirerdotnet,2017-09-07 2:25,0,3,DND seeks more funds to replenish military supplies used in Marawi —Budget chief | @bendeveraINQ http:// ebx,"(['Makati City'], Location((14.5591272, 121.0202094, 0.0)))",,,,
OcaBacs,2017-09-07 2:19,0,0,AFP: Airstrikes pound Isnilon Hapilon’s known position in Marawi #Maute https:// youtu,"(['Paranaque City'], Location((49.2086619, -2.0238323, 0.0)))",,,,
manilashimbun,2017-09-07 2:05,0,0,English Articles：Classes resume in Marawi as military says battle nears endgame,,,,905492079542886400,https://twitter
manilashimbun,2017-09-07 2:05,0,0,English Articles：China donates P5 million to soldiers fighting in Marawi,,,,905492076367716352,https://twitter
manilashimbun,2017-09-07 2:05,0,0,English Articles：Japan offering $3-million worth of grant for Marawi rehab; military seeking for replenishment: Diokno,,,,905492071867342848,https://twitter
spinsterAtashi,2017-09-07 2:02,70,4,#PushAwardsMayWards Si Buang Suna ay pagod kakagawa ng Brisk na robot sa loob ng marawi,"(['All Blue'], Location((33.3319468, -86.7204435, 0.0)))",,,,
killuaine,2017-09-07 1:57,0,0,I liked a @YouTube video http:// youtu,,,,,
UNCERF,2017-09-07 1:54,13,15,#Philippines : Norhainie & her mother,,,,,
DZMMTeleFeed,2017-09-07 1:50,0,0,P730M ayuda sa Marawi rehabilitation mula US,,,,,
JomarrcD,2017-09-07 1:47,0,1,Mindanao wait mo ko makiki gera lang ako sa marawi,"(['ncl \xc2\xa0\xf0\x9f\x92\x95'], Location((41.8662194, 12.5407757, 0.0)))",,,905487653239267328,https://twitter
AksyonTV,2017-09-07 1:42,0,0,WATCH | No talks: Military rules out #negotiation with Maute to free #Marawi hostages:,"(['TV5', ' Philippines'], Location((47.8967217, 106.887564062, 0.0)))",,,,
AzeriDaily,2017-09-07 1:35,0,0,US donates $14,,,,,
chris19thws,2017-09-07 1:29,0,0,Mga terorista,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
DisBERA,2017-09-07 1:23,0,0,Stand fast,"(['Canada'], Location((61.0666922, -107.9917071, 0.0)))",,,,
marawi_93,2017-09-07 1:22,1,0,اللحظات الجميله ذكرى وتبقى خالده مخلده https:// twitter,"(['Muscat', ' Oman'], Location((18.3717337, -72.2862809, 0.0)))",,,,
manilainformer,2017-09-07 1:20,0,0,Classes resume in 12 Marawi public schools – The Manila Times https:// manilainformer,"(['Manila'], Location((14.5906216, 120.9799696, 0.0)))",,,,
louisseadrianna,2017-09-07 1:19,1,4,Omggggg,"(['Code'], Location((56.4693606, 24.1762284722, 0.0)))",,,,
dwiz882,2017-09-07 1:17,0,0,China nagbigay ng P5-M para sa mga sundalong nasa Marawi - http://www,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,,,
DisBERA,2017-09-07 1:16,0,1,Les Rohingyas sont surtout bien financés par l'A,"(['Canada'], Location((61.0666922, -107.9917071, 0.0)))",,,,
openn_eu,2017-09-07 1:15,0,0,#news #world WATCH | No talks: Military rules out negotiation with Maute to free Marawi … https:// goo,"(['europe'], Location((51.0, 10.0, 0.0)))",,,,
icapaa,2017-09-07 1:15,0,0,US pledges P730 million for Marawi,"(['Global'], Location((43.7283874, -79.3491487932, 0.0)))",,,,
maxangelo987,2017-09-07 1:12,0,0,http:// bit,,,,,
stateofdnation,2017-09-07 1:09,1,0,VIDEO: 28 namatay sa bakbakan sa Marawi,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,,
dwiz882,2017-09-07 1:08,0,0,Pagtugon sa mental health crisis sa Marawi malaking pagsubok – CBCP - http://www,"(['Pasig City', ' Philippines'], Location((9.7771753, 125.4915723, 0.0)))",,,,
_angelamyeiel,2017-09-07 1:03,0,0,kailan kaya tuluyan mag kakaroon ng katahimikan sa buhay ko? gulo dito,,,,,
mwcnews,2017-09-07 1:02,0,0,Philippine army and armed groups join forces in Marawi https:// buff,"(['Canada'], Location((61.0666922, -107.9917071, 0.0)))",,,,
PTVisMin,2017-09-07 1:00,0,0,#UlatBayan : Palasyo,,,,,
PTVph,2017-09-07 1:00,0,1,#UlatBayan : Palasyo,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
TheManilaTimes,2017-09-07 0:52,1,0,Marawi rehab gets P730M from US,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
XXXTCPorno,2017-09-07 0:46,0,0,Underground Newz Inc,"(['IE', ' CA.'], Location((52.865196, -7.9794599, 0.0)))",,,,
gmanews,2017-09-07 0:46,2,5,AFP: Airstrikes pound Isnilon Hapilon’s known position in Marawi http:// bit,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
VitalAnon,2017-09-07 0:43,0,0,Philippine army says taking fire from women,,,,,
jsslynkm0920,2017-09-07 0:38,0,1,Ipadala sa marawi,,,,905470215298859008,https://twitter
AsianJournalCom,2017-09-07 0:35,0,0,US pledges $14,,,,,
PHLNewsOnline,2017-09-07 0:32,0,1,[News5] WATCH | No talks: Military rules out negotiation with Maute to free Marawi hostages https:// goo,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
PhamNguyenly,2017-09-07 0:30,0,0,US pledges P730 million for Marawi recovery - Philippine Star https:// goo,,,,,
trumped_news,2017-09-07 0:30,0,0,Philippine army and armed groups join forces in Marawi http:// trumpedamerica,,,,,
PhilippineStar,2017-09-07 0:30,1,2,OPAPP 'peace buzz' to travel from Benguet to Marawi http:// bit,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,,
angahsunan,2017-09-07 0:20,0,0,MY SPEECH DURING TULONG MARAWI 2017 Magandang Gabi sa Lahat,,,,,
vbvb2220,2017-09-07 0:08,0,0,الله يرفع قدرك يارب,,,,905462691023728644,https://twitter
vbvb2220,2017-09-07 0:04,0,0,هدا طبع اهل الدهب والدهب عمره ما يصدى تسلمين يابنت الاجواد,,,,905461666757963777,https://twitter
