PolitikoWatch,2017-07-08 23:00,duterte to marawi soldiers martial law will remain in effect to fight terrorism insurgency,,en,0.133637,0.007967,0.282837,0.576203,0.279193,"['fear', 0.576203]"
disasters_ph,2017-07-08 22:57,mingo meals for marawi  sunstar 9,,en,0.030939,0.226561,0.262758,0.008063,0.297537,"['disgust', 0.297537]"
EminenciaNegra,2017-07-08 22:51,us china tug of war in battle of marawi,,en,0.191943,0.078553,0.469747,0.368335,0.028713,"['sadness', 0.469747]"
dzrhdagupan,2017-07-08 22:46,prez dutertes trip to marawi cancelled anew,,en,0.224264,0.059554,0.664591,0.089848,0.03922,"['sadness', 0.664591]"
muralidharreddy,2017-07-08 22:44,sudan sanctions mosul and marawi the cheat sheet  irinnews,,en,0.180026,0.033164,0.409876,0.120724,0.365033,"['sadness', 0.409876]"
itsmefretch_18,2017-07-08 22:41,i want superjanella superelmo to be one of d performers for onemusicph benefit concert for marawi please include them,,en,0.037643,0.147336,0.082274,0.111936,0.032402,"['joy', 0.147336]"
kayecute17,2017-07-08 22:39,letters for our great soldiers in marawi from tibagan high school,,en,0.018023,0.505583,0.161135,0.319368,0.028935,"['joy', 0.505583]"
baivoree,2017-07-08 22:38,vivoree po sana please surely marvoree and solid v fans will support just like the charity they did for marawi vivoree forparisian,,en,0.03042,0.381083,0.089463,0.009678,0.540608,"['disgust', 0.540608]"
madebyvanity,2017-07-08 22:38,i think since the terrorist in marawi are islam to islam community kindly talk to the fellow islam to surrender please please,,en,0.348774,0.040618,0.181175,0.252919,0.296671,"['anger', 0.348774]"
gingmoreno1,2017-07-08 22:34,darren has been part of saludo concert 4 fallen44 also darrens voice cn be an inspiration 2 help marawi people espanto2001 onemusicphhttps,,en,0.015802,0.841794,0.087919,0.047233,0.008163,"['joy', 0.841794]"
itsmefretch_18,2017-07-08 22:29,onemusicph i want superjanella superelmo to perform on awit para sa marawi benefit concert thanks bloodycrayons,,en,0.019947,0.57318,0.117167,0.053825,0.047123,"['joy', 0.57318]"
gingmoreno1,2017-07-08 22:26,darren has been part of saludo concert 4 fallen44 also darrens voice cn be an inspiration 2 help marawi people espanto2001 d,,en,0.015802,0.841794,0.087919,0.047233,0.008163,"['joy', 0.841794]"
acpadilla82,2017-07-08 22:24,globe smart extend free mobile services in marawi philippinestarphilippinestar ,,en,0.01681,0.536421,0.020043,0.019727,0.013897,"['joy', 0.536421]"
TerrorEvents,2017-07-08 22:20,philippines marawi  propaganda about marawi is again being distributed on telegram,,en,0.165571,0.101179,0.332839,0.105987,0.107158,"['sadness', 0.332839]"
PhilippineStar,2017-07-08 22:20,globe smart extend free mobile services in marawi,,en,0.01681,0.536421,0.020043,0.019727,0.013897,"['joy', 0.536421]"
isitjustus2,2017-07-08 22:19,blacktwitter sudan sudan sanctions mosul and marawi  the cheat sheet,,en,0.150795,0.04551,0.404874,0.111776,0.324666,"['sadness', 0.404874]"
princessxaxa01,2017-07-08 22:18,ramadhanproject2017 another medical mission at new capitol marawi city alhamdulillah for donations you,,en,0.073829,0.28776,0.252608,0.097676,0.084442,"['joy', 0.28776]"
Tinalex4,2017-07-08 22:14,i will support mayward always to hanash young godbless mayward awit sa marawi mayward voteforedukcircle,,en,0.073037,0.164263,0.615865,0.088166,0.074489,"['sadness', 0.615865]"
gingmoreno1,2017-07-08 22:14,darren has been part of saludo concert 4 fallen44 also darrens voice cn be an inspiration 2 help marawi people espanto2001,,en,0.015802,0.841794,0.087919,0.047233,0.008163,"['joy', 0.841794]"
TerrorEvents,2017-07-08 22:13,philippines marawi  is claims having killed 11 filipino soldiers in attacks today and,,en,0.273473,0.002648,0.30416,0.592035,0.165668,"['fear', 0.592035]"
yagchri,2017-07-08 22:11,philippines marawi,,en,0.049017,0.14763,0.227585,0.099944,0.147469,"['sadness', 0.227585]"
WGS_Watchman,2017-07-08 22:10,latest update philippines marawi crisis n the isis threat wyoming seattle montana christian lasvegas newyork,,en,0.128916,0.028948,0.20156,0.733305,0.170288,"['fear', 0.733305]"
mmprideorg,2017-07-08 22:09,if you gave to tmprmntlbrats marawi relief booth at pride then you helped make this happen thank you mahal heretogetherhttps,,en,0.011718,0.659444,0.020572,0.014794,0.008614,"['joy', 0.659444]"
PhilippinePolRR,2017-07-08 22:09,red cross aiding traumatized marawi victims,,en,0.045823,0.161824,0.339826,0.141086,0.422066,"['disgust', 0.422066]"
CMcAuley99,2017-07-08 22:06,prayforparis prayforlondon prayforht pray for marawi prayformanchester prayfornick prayforjosiah prayforhamburg prayforjapan,,en,0.088433,0.057773,0.371145,0.427496,0.143588,"['fear', 0.427496]"
sunny19666453,2017-07-08 22:06,siteintelgroup amaq reports is fighters killing 11 philippine soldiers in marawis lilod,,en,0.259206,0.007191,0.312533,0.383893,0.162006,"['fear', 0.383893]"
siteintelgroup,2017-07-08 22:05,amaq reports is fighters killing 11 philippine soldiers in marawis lilod madaya district,,en,0.241933,0.012014,0.303948,0.340456,0.149193,"['fear', 0.340456]"
jimtypes,2017-07-08 22:05,in marawi philippines they are dying good riddance,,en,0.174688,0.160003,0.653495,0.091098,0.088083,"['sadness', 0.653495]"
daBong63,2017-07-08 22:05,i didnt expect much from these morons why dont they just lead the charge in marawi sayang naman get up nila,,en,0.20823,0.015858,0.296498,0.056761,0.429461,"['disgust', 0.429461]"
Haniya_Qureshi,2017-07-08 22:04,moro marawi philippines myummah,,en,0.072157,0.162915,0.176523,0.096626,0.096503,"['sadness', 0.176523]"
africa_report,2017-07-08 21:59,sudan sanctions mosul and marawi  the cheatsheet,,en,0.064056,0.13809,0.279698,0.09113,0.145671,"['sadness', 0.279698]"
theGacs,2017-07-08 21:58,thought experiment if theres marawi style rebellion in makati would you declare martial law in a makati only,,en,0.386898,0.104994,0.120948,0.18179,0.193553,"['anger', 0.386898]"
barnabychuck,2017-07-08 21:54,4 civilians make daring escape from war zone in marawi  philippines w militarys help my cgtnofficial report,,en,0.11431,0.12943,0.16081,0.22043,0.050253,"['fear', 0.22043]"
SaladinAlDronni,2017-07-08 21:53,two claims by amaq about marawi appeared  5 afp soldiers dead today 6 yesterday ofc sniper fire,,en,0.150078,0.029728,0.644899,0.255797,0.209934,"['sadness', 0.644899]"
notluisa_,2017-07-08 21:51,people who joke about the conflict in marawi need to shut the fuck up,,en,0.903968,0.005154,0.108363,0.064026,0.145993,"['anger', 0.903968]"
PHLNewsInsider,2017-07-08 21:45,former maute childwarrior says leaders ordered around 96 armed youngsters to leave marawi and continue jihad elsewhere  chinogaston,,en,0.188221,0.086288,0.39172,0.160979,0.363312,"['sadness', 0.39172]"
PHLNewsOnline,2017-07-08 21:44,gma news red cross aiding traumatized marawi victims,,en,0.044267,0.123113,0.419157,0.153437,0.457501,"['disgust', 0.457501]"
realnewsvideos,2017-07-08 21:40,us special forces held philippine troops defear is linked group marawi,,en,0.139991,0.140045,0.183217,0.151921,0.063858,"['sadness', 0.183217]"
OneMusicPH,2017-07-08 21:39,one music live presents awit para sa marawi a benefit concert 080617 follow onemusicph for more updates,,en,0.013061,0.719924,0.153104,0.060449,0.019611,"['joy', 0.719924]"
inquirer_libre,2017-07-08 21:37,pagibig orders 6month moratorium on loan fee for members in marawi d,,en,0.100296,0.013431,0.21012,0.008818,0.130211,"['sadness', 0.21012]"
Metta443,2017-07-08 21:37,marawi has been waiting to happen thanks to incompetent noy admin  loser lp intel re daesh has been there  shared among countries,,en,0.371976,0.129576,0.152473,0.032365,0.024719,"['anger', 0.371976]"
Jimparedes,2017-07-08 21:34,the tragedy of marawi for a chastened duterte,,en,0.074544,0.011239,0.85468,0.107386,0.136819,"['sadness', 0.85468]"
TrendingNewsTV,2017-07-08 21:34,hundreds of civilians remain trapped in marawi breaking news video world,,en,0.171017,0.090412,0.576091,0.182434,0.222766,"['sadness', 0.576091]"
daybergent,2017-07-08 21:32,and all that he has to say is lumipat ka sa marawi walang traffic dun bitch dont come for me im snatching your wig bald,,en,0.101477,0.038221,0.423976,0.01937,0.018965,"['sadness', 0.423976]"
CherJuano,2017-07-08 21:30,dividing the marawi donations to unicef and red cross ,,en,0.051529,0.290234,0.119565,0.115963,0.094217,"['joy', 0.290234]"
watsupasia,2017-07-08 21:28,latest hundreds of civilians remain trapped in marawi,,en,0.188662,0.07492,0.293563,0.178069,0.056457,"['sadness', 0.293563]"
GraffitiExpert,2017-07-08 21:24,marawi airstrikes target highrise snipers  military spokesperson via gmanews,,en,0.065262,0.055718,0.092626,0.503623,0.202279,"['fear', 0.503623]"
whar_kandi,2017-07-08 21:22,sudan sudan sanctions mosul and marawi  the cheat sheet,,en,0.150795,0.04551,0.404874,0.111776,0.324666,"['sadness', 0.404874]"
Salaam_Movement,2017-07-08 21:19,session 1 topic discernment on the marawi crisis issues on violent extremism and the role of the youth in preventing it,,en,0.191005,0.01261,0.507014,0.214363,0.13372,"['sadness', 0.507014]"
slstrategiesusa,2017-07-08 21:17,marawi crisis  wikipedia  still going finally with more food than ammo 6wks invaded,,en,0.097888,0.217233,0.237815,0.4794,0.203203,"['fear', 0.4794]"
zyiteblog,2017-07-08 21:15,india offers help in rehabilitation of wartorn marawi  the indian government has expressed its sympathies to ,,en,0.237676,0.080121,0.51638,0.023638,0.098289,"['sadness', 0.51638]"
bambisense,2017-07-08 21:15,given why they were sent to marawi i really hope they wont assault the animals,,en,0.148519,0.216977,0.209997,0.095533,0.450487,"['disgust', 0.450487]"
SupremeCourtPHL,2017-07-08 21:15,marawiborn ca justice tops jbc list for sc  philippine star,,en,0.036693,0.265981,0.088698,0.048418,0.022433,"['joy', 0.265981]"
KiKirKoy,2017-07-08 21:10,india offers help in rehabilitation of wartorn marawi,,en,0.036152,0.176089,0.128367,0.044519,0.031705,"['joy', 0.176089]"
DailyStarPH,2017-07-08 21:08,a hope for abandoned pets in marawi ,,en,0.095518,0.029031,0.199332,0.570441,0.296264,"['fear', 0.570441]"
SirIsaacNewtonz,2017-07-08 21:07,and youd want ml only in marawi good decision to declare ml in the entire mindanao,,en,0.101986,0.278224,0.198637,0.086995,0.045666,"['joy', 0.278224]"
_memebuster,2017-07-08 21:07,its quite offensive to treat us like trashbin for abusive cops and to use the marawi siege as a punishment,,en,0.265594,0.015849,0.389929,0.142453,0.503294,"['disgust', 0.503294]"
deanjorgebocobo,2017-07-08 21:04,who will end up killing more civilians in marawi isis or du30 collateraldamage is mounting,,en,0.395082,0.013597,0.435777,0.236854,0.207343,"['sadness', 0.435777]"
Politiko_Ph,2017-07-08 21:04,almost there bad weather forces duterte to cancel marawi visit,,en,0.201868,0.002407,0.677414,0.300204,0.135019,"['sadness', 0.677414]"
bilyonaryo_ph,2017-07-08 21:00,chinoy bilyonaryos  nestle rohm heed ph red cross appeal for donations to marawi victims,,en,0.042592,0.048829,0.156383,0.04497,0.200033,"['disgust', 0.200033]"
disasters_ph,2017-07-08 20:59,suicide squad braves bullets to rescue trapped civilians in marawi city  manila bulletin,,en,0.053003,0.057519,0.716969,0.029098,0.092307,"['sadness', 0.716969]"
mokadan_hiroto,2017-07-08 20:54,78 evacuation centers shelter 3982 displaced families from marawi,,en,0.103665,0.263788,0.411694,0.153605,0.030962,"['sadness', 0.411694]"
RexRyl,2017-07-08 20:53,pray for marawi,,en,0.033806,0.026312,0.415428,0.589497,0.154411,"['fear', 0.589497]"
deanjorgebocobo,2017-07-08 20:51,bad weather or bad optics from the collateraldamage marawi looks like mosul from a bombing campaign vs a mere 80 terrorists,,en,0.231607,0.002529,0.535416,0.378018,0.232075,"['sadness', 0.535416]"
gmanewsfacebook,2017-07-08 20:51,civilians who were forced to flee their homes in marawi city following the attack of islamic statelinked maute,,en,0.090665,0.008704,0.195618,0.807367,0.131901,"['fear', 0.807367]"
LOCALNEWSNgayon,2017-07-08 20:50,red cross aiding traumatized marawi victims  read via gma news,,en,0.019544,0.170814,0.359629,0.19477,0.487067,"['disgust', 0.487067]"
acpadilla82,2017-07-08 20:49,marawiborn ca justice tops jbc list for sc philippinestarphilippinestar ,,en,0.062274,0.109612,0.078845,0.067966,0.023077,"['joy', 0.109612]"
thelmabadon,2017-07-08 20:47,pieceforpeace hueandme philippbadon support and help heal marawi with our piece for peace,,en,0.028554,0.570361,0.234309,0.029944,0.004984,"['joy', 0.570361]"
AsecMargauxUson,2017-07-08 20:47,2 also duterte cancelled his trip to marawi due to bad weather cafgus endure harsh jungle and mountain weather all throughout the year ,,en,0.209188,0.053472,0.640229,0.212825,0.069873,"['sadness', 0.640229]"
ObelixCranium,2017-07-08 20:45,are they going to marawi as well for training,,en,0.032246,0.57559,0.116834,0.068063,0.017352,"['joy', 0.57559]"
inquirerdotnet,2017-07-08 20:44,india offers help in rehabilitation of wartorn marawi 2,,en,0.036152,0.176089,0.128367,0.044519,0.031705,"['joy', 0.176089]"
arfel15,2017-07-08 20:42,pls make it clear because the location is not marawi,,en,0.074164,0.093648,0.122593,0.022186,0.042257,"['sadness', 0.122593]"
Philreport,2017-07-08 20:40,turkish government to help feed marawi students lanao del sur philippines  the turkish government will help,,en,0.166889,0.075132,0.26064,0.046912,0.13557,"['sadness', 0.26064]"
EngdahlFW,2017-07-08 20:40,the cias cloddish isis attack on duterte politics geopolitics marawi c,,en,0.257879,0.006738,0.270525,0.32135,0.366119,"['disgust', 0.366119]"
PhilippineStar,2017-07-08 20:40,marawiborn ca justice tops jbc list for sc,,en,0.062274,0.109612,0.078845,0.067966,0.023077,"['joy', 0.109612]"
northbound_ph,2017-07-08 20:38,august civil service exams in marawi suspended via northboundph,,en,0.078332,0.067582,0.305857,0.426768,0.263922,"['fear', 0.426768]"
mariaressa,2017-07-08 20:37,air strikes target highrise snipers in marawi  via,,en,0.113503,0.047871,0.057674,0.442738,0.164074,"['fear', 0.442738]"
yusufledesma,2017-07-08 20:35,air strikes target highrise snipers in marawi via rapplerdotcomhttp,,en,0.113503,0.047871,0.057674,0.442738,0.164074,"['fear', 0.442738]"
roshiroxy,2017-07-08 20:34,im so blessed to be able to help others packing relief goods for our fellows in marawi livetoinspire enjoyyourjourney,,en,0.013096,0.880548,0.008405,0.019735,0.004494,"['joy', 0.880548]"
atearvie,2017-07-08 20:32,overhears from my mom and her friend from marawis convo that politicians might be supporting maute grp thats why they wont leave  ,,en,0.251042,0.162325,0.405533,0.180102,0.218537,"['sadness', 0.405533]"
Earl1901ECdocu,2017-07-08 20:29,gods spirit be with you as you serve in compassion for the people of marawi,,en,0.023552,0.639165,0.215686,0.109573,0.062971,"['joy', 0.639165]"
PHLNewsOnline,2017-07-08 20:27,gma news armm official dont blame maranaos for marawi conflict were victims here,,en,0.126156,0.029689,0.750989,0.088894,0.243513,"['sadness', 0.750989]"
ayahhhh05,2017-07-08 20:25,when in marawi d,,en,0.0,0.0,0.0,0.0,0.0,"['anger', 0.0]"
chucktorres,2017-07-08 20:25,feed philippines is now cooking daily for the evacuees displaced from marawi city iambecauseweare,,en,0.16018,0.443599,0.255631,0.036064,0.088594,"['joy', 0.443599]"
NUM3RO1UNO,2017-07-08 20:17,marawi airstrikes target highrise snipersnbspmdashmilitary spokesperson via gmanews,,en,0.100256,0.035975,0.042922,0.47527,0.150526,"['fear', 0.47527]"
deanjorgebocobo,2017-07-08 20:14,situation in marawi is still critical collateral damage figures may be mounting from bombing du30 may kill more civilians than isis,,en,0.213671,0.010172,0.549495,0.368566,0.206419,"['sadness', 0.549495]"
nerowattz,2017-07-08 20:13,india offers help in rehabilitation of wartorn marawi 8,,en,0.036152,0.176089,0.128367,0.044519,0.031705,"['joy', 0.176089]"
landulayan,2017-07-08 20:12,bilibid inmates send relief assistance to the affected residents in marawi city via youtube,,en,0.014632,0.142979,0.056691,0.052062,0.073677,"['joy', 0.142979]"
hannah_kharylle,2017-07-08 20:10,maybe you like to go in marawi lol,,en,0.061005,0.56364,0.196824,0.209068,0.024201,"['joy', 0.56364]"
roshiroxy,2017-07-08 20:10,with the team whos willing to help our brothers and sisters in marawi ivolunteer livetoinspire enjoyyourjourney,,en,0.073382,0.576173,0.063369,0.013094,0.024687,"['joy', 0.576173]"
acpadilla82,2017-07-08 20:09,rody tries to enter marawi philippinestarphilippinestar july 08,,en,0.095893,0.107399,0.300301,0.184007,0.063029,"['sadness', 0.300301]"
PhilippineStar,2017-07-08 20:00,rody tries to enter marawi,,en,0.08992,0.107897,0.329673,0.166487,0.120083,"['sadness', 0.329673]"
PolitikoWatch,2017-07-08 20:00,critical situation in marawi prompted duterte to declare martial law,,en,0.185519,0.181446,0.247901,0.176893,0.195812,"['sadness', 0.247901]"
deanjorgebocobo,2017-07-08 19:59,folks we must pay close attention to collateral damage in marawi since the president seems to have embarked on scorched earth tactics,,en,0.368854,0.025397,0.666147,0.058925,0.180351,"['sadness', 0.666147]"
deanjorgebocobo,2017-07-08 19:57,a report today has the air force bombing marawi trying to dislodge a mere 80 terrorist fighters all regard for civilian casualties is gone,,en,0.18415,0.015097,0.346911,0.48024,0.155293,"['fear', 0.48024]"
Duterte24x7,2017-07-08 19:52,guntoting duterte visits marawi soldiers  protectpprd,,en,0.038017,0.127579,0.117209,0.333194,0.159221,"['fear', 0.333194]"
deanjorgebocobo,2017-07-08 19:50,afp  pnp cant seem to get it together here marawi is unresolved arent we short on trained combat troops why is pnp sending scalawags,,en,0.109103,0.556218,0.17156,0.042713,0.100857,"['joy', 0.556218]"
tagpi1,2017-07-08 19:47,what about bato lead the war  stay in marawi,,en,0.264818,0.052084,0.33341,0.36932,0.146601,"['fear', 0.36932]"
bacs07,2017-07-08 19:46,marawi airstrikes target highrise snipers military spokesperson,,en,0.112324,0.041632,0.071126,0.368405,0.129465,"['fear', 0.368405]"
betseyklark,2017-07-08 19:42,although he never reaches marawi the man desecrates the uniform of the men  women who are currently fighting for peace in southern phl,,en,0.099986,0.56947,0.143886,0.079856,0.103905,"['joy', 0.56947]"
jobereggarcia,2017-07-08 19:40,exactly happening in marawi,,en,0.08408,0.138513,0.293954,0.129272,0.073333,"['sadness', 0.293954]"
LOCALNEWSNgayon,2017-07-08 19:40,armm official dont blame maranaos for marawi conflict were victims here  read via gma news,,en,0.061527,0.063772,0.679388,0.159134,0.295458,"['sadness', 0.679388]"
trixygo92,2017-07-08 19:40,mailonline that video taken in marawi,,en,0.128394,0.255132,0.116752,0.135566,0.357277,"['disgust', 0.357277]"
phildaily,2017-07-08 19:39,air strikes target highrise snipers in marawi  rappler,,en,0.173639,0.035428,0.044241,0.327958,0.109586,"['fear', 0.327958]"
tagpi1,2017-07-08 19:38,poor marawi garbage police damping ground,,en,0.282131,0.001875,0.341494,0.240596,0.522965,"['disgust', 0.522965]"
gmanews,2017-07-08 19:33,former maute childwarrior says leaders ordered around 96 armed youngsters to leave marawi and continue jihad elsewhere  chinogastonhttps,,en,0.188221,0.086288,0.39172,0.160979,0.363312,"['sadness', 0.39172]"
chinogaston,2017-07-08 19:29,former maute childwarrior says leaders ordered around 96 armed youngsters to leave marawi and continue jihad elsewhere 1,,en,0.188221,0.086288,0.39172,0.160979,0.363312,"['sadness', 0.39172]"
teddyboylocsin,2017-07-08 19:28,happening in marawi southern philippines,,en,0.063369,0.099539,0.358521,0.182063,0.078136,"['sadness', 0.358521]"
gmanews,2017-07-08 19:27,armm official dont blame maranaos for marawi conflict were victims here,,en,0.151609,0.035158,0.71897,0.055655,0.226136,"['sadness', 0.71897]"
deanjorgebocobo,2017-07-08 19:21,a halfcompany sized group of terrorists is holding out against the afp using bombs in marawi expect massive collateral damagehttps,,en,0.329053,0.019154,0.21405,0.439126,0.357257,"['fear', 0.439126]"
gmanews,2017-07-08 19:18,look schools and houses among those destroyed in marawi as fighting continues  via,,en,0.313251,0.150581,0.517522,0.192228,0.037986,"['sadness', 0.517522]"
chinogaston,2017-07-08 19:17,schools and houses among those destroyed in marawi as fighting continues,,en,0.472317,0.085866,0.499619,0.150183,0.022231,"['sadness', 0.499619]"
NofNewsFilipino,2017-07-08 19:10,no stopping marawi air strikes to flush out remaining 80 terrorists military air strikes will continue to ,,en,0.156116,0.023749,0.229756,0.37884,0.496677,"['disgust', 0.496677]"
justinecrz,2017-07-08 19:09,uber every fucking where marawi,,en,0.858201,0.02303,0.052751,0.103736,0.167756,"['anger', 0.858201]"
mermaidtatted,2017-07-08 19:07,i just got an update from marawis police chief said that his men were arrested by philippine army for doing clearing operations all this,,en,0.438957,0.003148,0.162164,0.335614,0.417651,"['anger', 0.438957]"
acpadilla82,2017-07-08 19:04,78 evacuation centers for marawi residents philippinestarphilippinestar ,,en,0.114697,0.112422,0.181247,0.065991,0.198141,"['disgust', 0.198141]"
NofNewsFilipino,2017-07-08 19:04,marawi official hits critics do not blame maranaos for maute rampage a mindanao official on saturday slammed ,,en,0.259282,0.374344,0.086628,0.083965,0.338539,"['joy', 0.374344]"
PhilDefNews,2017-07-08 19:03,marawi thru the sniper scope of one of the scout rangers,,en,0.176198,0.175867,0.334909,0.233128,0.183929,"['sadness', 0.334909]"
ModernizePH,2017-07-08 19:00,eu provides 8500 to support victims of marawi crisis u,,en,0.089414,0.035079,0.325318,0.174962,0.421263,"['disgust', 0.421263]"
PhilippineStar,2017-07-08 19:00,78 evacuation centers for marawi residents,,en,0.114697,0.112422,0.181247,0.065991,0.198141,"['disgust', 0.198141]"
SunStarBacolod,2017-07-08 18:57,the president was supposed to go to marawi city but decided not to push through because of inclement weather ,,en,0.313033,0.052096,0.414666,0.231046,0.170421,"['sadness', 0.414666]"
ViralVideoHQ,2017-07-08 18:56,i added a video to a youtube playlist july 8 2017  marawi update  duterte sa marawi  martial law in,,en,0.166187,0.229514,0.41691,0.075936,0.045751,"['sadness', 0.41691]"
cnnphilippines,2017-07-08 18:56,afp 80 terrorists still occupying highrise buildings in marawi,,en,0.115825,0.036709,0.324158,0.618166,0.138765,"['fear', 0.618166]"
NCorralesINQ,2017-07-08 18:55,pagibig orders 6month moratorium on loan fee for members in marawi,,en,0.100296,0.013431,0.21012,0.008818,0.130211,"['sadness', 0.21012]"
ValuesMajor,2017-07-08 18:49,watching mistah atm and i cant help but imagine of whats possibly happening to our soldiers in marawi haay,,en,0.042854,0.085515,0.658201,0.333028,0.063488,"['sadness', 0.658201]"
africa_report,2017-07-08 18:47,sudan sanctions mosul and marawi  the cheatsheet 8,,en,0.064056,0.13809,0.279698,0.09113,0.145671,"['sadness', 0.279698]"
asuncionvic,2017-07-08 18:44,personapower supports letter of hope project for marawi other than our prayers many of us would still want ,,en,0.0596,0.17097,0.502586,0.247476,0.045218,"['sadness', 0.502586]"
cnnphilippines,2017-07-08 18:43,artists call for peace in marawi  newsroomweekend,,en,0.091089,0.834733,0.023718,0.010662,0.015846,"['joy', 0.834733]"
politikovismin,2017-07-08 18:42,afp explains air strikes in marawi its the only way to bring down maute snipers afp afpmanila afpfr,,en,0.329402,0.187258,0.11136,0.154958,0.144421,"['anger', 0.329402]"
dzrhdagupan,2017-07-08 18:41,opapp supports no deadline on marawi siege end,,en,0.120304,0.185543,0.296944,0.148815,0.07251,"['sadness', 0.296944]"
hadjirieta,2017-07-08 18:37, where in a war is ongoing i told them that its not like the war in marawi ml aims to stabilize a certain state due to lawlessness,,en,0.200339,0.026359,0.304061,0.240946,0.123535,"['sadness', 0.304061]"
buwayahman,2017-07-08 18:36,so when will esquireph write about dutertes marawi fashion,,en,0.070104,0.606297,0.049624,0.080485,0.073254,"['joy', 0.606297]"
hadjirieta,2017-07-08 18:35,kids were watching world war z on netflix and me checking messages on linkedin they asked me what is martial law is it like in marawi,,en,0.185473,0.321708,0.305356,0.145,0.128319,"['joy', 0.321708]"
eu_echo,2017-07-08 18:35,this week eu announced new humanitarian aid to help civilians displaced by violence in marawi in the philippines,,en,0.073261,0.458728,0.268105,0.083025,0.101928,"['joy', 0.458728]"
EagleNewsPH,2017-07-08 18:34,air strikes target highrise snipers in marawi ,,en,0.173639,0.035428,0.044241,0.327958,0.109586,"['fear', 0.327958]"
MCNM_Marketing,2017-07-08 18:30,turkish government to help feed marawistudents,,en,0.139391,0.047855,0.250591,0.039494,0.090706,"['sadness', 0.250591]"
phildaily,2017-07-08 18:29,marawi official hits critics do not blame maranaos for maute rampage  abscbn news,,en,0.191225,0.133647,0.279552,0.269903,0.303035,"['disgust', 0.303035]"
Marawi_alii,2017-07-08 18:26,you bless my mornings and nights,,en,0.007908,0.965891,0.007314,0.016708,0.001717,"['joy', 0.965891]"
cnnphilippines,2017-07-08 18:25,artists call for peace in marawi  our makoipopioco tells us more,,en,0.12061,0.706207,0.025161,0.022886,0.005157,"['joy', 0.706207]"
DougPologe,2017-07-08 18:24,mindanao philippines as if it wont be safe to enter marawi again until the entire city is destroyed,,en,0.474604,0.018723,0.559155,0.106812,0.100158,"['sadness', 0.559155]"
Marawi_alii,2017-07-08 18:24,so far away but still so near ,,en,0.070351,0.008157,0.636025,0.347378,0.107856,"['sadness', 0.636025]"
iamNealDongaK,2017-07-08 18:24,outreach program  zumba for the kids from marawi city happy kaayo ko ky happy sila atleast,,en,0.009467,0.805683,0.029276,0.01518,0.01427,"['joy', 0.805683]"
philmonitor,2017-07-08 18:21,initial 300 tents to be set up in marawi resettlement area  via philmonitor,,en,0.054411,0.155265,0.176715,0.113641,0.044321,"['sadness', 0.176715]"
